gene_id	bp_length	symbol
138046	3354	RALYL
138050	5214	HGSNAT
138065	2272	RNF183
1381	772	CRABP1
138151	6899	NACC2
138162	1325	C9orf116
138199	2193	CARNMT1
1382	1164	CRABP2
138240	1655	C9orf57
138241	3264	C9orf85
138255	1055	C9orf135
138307	1923	LCN8
138311	3370	FAM69B
1384	3006	CRAT
138428	2254	PTRH1
138429	1708	PIP5KL1
138474	6216	TAF1L
1385	10424	CREB1
1386	4852	ATF2
138639	5211	PTPDC1
138649	2634	ANKRD19P
1387	10196	CREBBP
138715	1239	ARID3C
138716	1102	RPP25L
138724	3551	C9orf131
138799	957	OR13C5
138802	963	OR13C8
138803	1044	OR13C3
138804	957	OR13C4
138805	960	OR13F1
138881	930	OR1L8
138882	993	OR1N2
138883	936	OR1N1
1389	3820	CREBL2
138948	2233	DBH-AS1
1390	6014	CREM
139065	9244	SLITRK4
139067	594	SPANXN3
139081	2691	MAGEC3
139105	4697	BEND2
139135	3250	PASD1
139170	3390	DCAF12L1
139189	3920	DGKK
1392	1434	CRH
139201	2539	MAP2K4P1
139212	1927	PIH1D3
139221	4309	MUM1L1
139231	7601	FAM199X
139285	8443	AMER1
1393	1971	CRHBP
139322	6467	APOOL
139324	6335	HDX
139341	1170	FUNDC1
139378	10072	ADGRG4
139411	6474	PTCHD1
139420	3131	PPP4R3CP
139422	1953	MAGEB10
139425	3457	DCAF8L1
1395	3858	CRHR2
139538	2716	VENTXP1
139562	1689	OTUD6A
139596	2858	UPRT
139599	2257	MAGEE2
1396	478	CRIP1
139604	1818	MAGEB16
139628	2789	FOXR2
1397	3047	CRIP2
139716	4842	GAB3
139728	3181	PNCK
139735	1251	ZFP92
139741	1442	ACTRT1
139760	1193	GPR119
139793	641	PAGE3
139804	3469	RBMXL3
139818	6677	DOCK11
139886	4112	SPIN4
1399	5325	CRKL
14	1796	AAMP
140	3408	ADORA3
1400	4587	CRMP1
140032	888	RPS4Y2
1401	2015	CRP
140258	747	KRTAP13-1
140290	2697	TCP10L
1404	4723	HAPLN1
140432	1378	RNF113B
140453	14350	MUC17
140456	3096	ASB11
140458	3244	ASB5
140459	5426	ASB6
140460	5130	ASB7
140461	2613	ASB8
140462	2058	ASB9
140464	531	PISRT1
140465	1714	MYL6B
140467	1953	ZNF358
140469	7467	MYO3B
140545	3824	RNF32
140564	2710	APOBEC3D
140576	1175	S100A16
140578	3084	CHODL
140597	1101	TCEAL2
1406	4466	CRX
140606	1081	SELM
140609	4132	NEK7
140612	6617	ZFP28
140625	1422	ACTRT2
140628	2595	GATA5
140678	555	MLLT10P1
140679	2574	SLC32A1
140680	2445	C20orf96
140683	1052	BPIFA2
140685	5381	ZBTB46
140686	1011	WFDC3
140687	2061	GCNT7
140688	8886	NOL4L
140689	3107	CBLN4
140690	8675	CTCFL
140699	3664	MROH8
1407	3294	CRY1
140700	2337	SAMD10
140701	1776	ABHD16B
140706	2881	CCM2L
140707	1272	BRI3BP
140710	8726	SOGA1
140711	2090	TLDC2
140730	5210	RIMS4
140732	1252	SUN5
140733	8807	MACROD2
140735	1522	DYNLL2
140738	1687	TMEM37
140739	2422	UBE2F
140766	6776	ADAMTS14
140767	3798	NRSN1
140771	2844	SMCR5
140775	8310	SMCR8
140776	543	NA
1408	4505	CRY2
140801	810	RPL10L
140803	8979	TRPM6
140807	2154	KRT72
140809	3490	SRXN1
140823	461	ROMO1
140825	1454	NEURL2
140828	4911	LINC00261
140831	2972	ZSWIM3
140832	482	WFDC10A
140834	700	LINC01620
140836	640	BANF2
140838	3800	NANP
140846	368	FAM83C-AS1
140848	665	MACROD2-IT1
140849	723	LINC00266-1
140850	514	DEFB127
140856	666	SCP2D1
140862	2592	ISM1
140870	619	WFDC6
140873	2585	C20orf173
140875	587	LINC00028
140876	5322	FAM65C
140880	553	CST11
140881	698	DEFB129
140885	4490	SIRPA
140886	3447	PABPC5
140890	8932	SREK1
140893	2833	RBBP8NL
140894	1927	CNBD2
1409	2288	CRYAA
140901	6411	STK35
140902	762	R3HDML
140947	3135	DCANP1
141	3508	ADPRH
1410	1648	CRYAB
1411	790	CRYBA1
1412	885	CRYBA2
1413	811	CRYBA4
1414	921	CRYBB1
1415	763	CRYBB2
1416	2685	CRYBB2P1
1417	863	CRYBB3
1418	606	CRYGA
1419	626	CRYGB
142	3985	PARP1
1420	629	CRYGC
1421	707	CRYGD
142678	3799	MIB2
142679	5365	DUSP19
142680	3663	SLC34A3
142683	1225	ITLN2
142684	1346	RAB40A
142685	3121	ASB15
142686	3204	ASB14
142689	1303	ASB12
1427	1153	CRYGS
1428	1793	CRYM
142827	1794	ACSM6
142891	7009	SAMD8
1429	2303	CRYZ
142910	1484	LIPJ
142913	2120	CFL1P1
142940	3449	TRUB1
143	5699	PARP4
143098	5750	MPP7
1431	3546	CS
143162	5367	FRMPD2
143187	7288	VTI1A
1432	6530	MAPK14
143241	3403	DYDC1
143244	3836	EIF5AL1
143279	6835	HECTD2
143282	2564	FGFBP3
143379	2313	C10orf82
143384	7079	CACUL1
1434	3652	CSE1L
143425	4730	SYT9
143458	3085	LDLRAD3
143471	1894	PSMA8
143496	1124	OR52B4
1435	4915	CSF1
143501	654	C11orf40
143502	1115	OR52I2
143503	3104	OR51E1
143570	7174	XRRA1
1436	4394	CSF1R
143630	2334	UBQLNL
143662	3392	MUC15
143678	368	C11orf94
143684	4009	FAM76B
143686	10113	SESN3
143689	3973	PIWIL4
1437	785	CSF2
143872	5064	ARHGAP42
143879	4231	KBTBD3
143884	3356	CWF19L2
143888	4648	KDELC2
1439	4864	CSF2RB
143903	3000	LAYN
143941	814	TTC36
1440	1768	CSF3
144097	1961	C11orf84
1441	3490	CSF3R
144100	5455	PLEKHA7
144108	5883	SPTY2D1
144110	3582	TMEM86A
144124	954	OR10A5
144125	998	OR2AG1
144132	17752	DNHD1
144165	4920	PRICKLE1
144193	2136	AMDHD1
144195	4543	SLC2A14
1442	918	CSH1
144233	3249	BCDIN3D
144245	10074	ALG10B
1443	1136	CSH2
144321	3499	GLIPR1L2
144347	2264	FAM101A
144348	4324	ZNF664
144360	1710	LINC00477
144363	1139	LYRM5
1444	1299	CSHL1
144402	4031	CPNE8
144404	7510	TMEM120B
144406	4295	WDR66
144423	3053	GLT1D1
144448	1020	TSPAN19
144453	5388	BEST3
144455	5741	E2F7
144481	3672	SOCS2-AS1
144486	2566	CEP83-AS1
1445	3427	CSK
144501	4350	KRT80
144568	6309	A2ML1
144571	2187	A2M-AS1
144577	2600	C12orf66
1446	981	CSN1S1
144608	1126	C12orf60
144699	2111	FBXL14
1447	1067	CSN2
144715	3037	RAD9B
144717	3324	FAM109A
144742	2291	LINC00934
144776	2018	LINC00410
1448	808	CSN3
144809	3308	FAM216B
144811	4550	LACC1
144817	2035	LINC00330
144920	1235	LINC00343
144983	2379	HNRNPA1L2
145165	1598	ST13P4
145173	4960	B3GLCT
1452	2802	CSNK1A1
145200	642	LINC00239
145216	2056	LINC00637
145226	1963	RDH12
145241	2049	ADAM21P1
145249	361	LINC00618
145258	1189	GSC
145264	2061	SERPINA12
145282	13218	MIPOL1
1453	6060	CSNK1D
145376	2448	PPP1R36
145389	3047	SLC38A6
1454	2891	CSNK1E
145407	3700	C14orf37
145438	2229	FRMD6-AS1
145447	1708	ABHD12B
145474	1843	LOC145474
145482	2682	PTGR2
145483	3596	FAM161B
145497	2295	LRRC74A
1455	3910	CSNK1G2
145501	3095	ISM2
145508	7800	CEP128
145553	2185	MDP1
145567	3680	TTC7B
145581	5970	LRFN5
1456	4738	CSNK1G3
145624	2412	PWAR1
145645	1275	C15orf43
145663	1424	NA
1457	2836	CSNK2A1
145741	3445	C2CD4A
145748	5277	LYSMD4
145773	3812	FAM81A
145781	7444	GCOM1
145783	3017	LOC145783
145788	752	C15orf65
145814	1576	PGPEP1L
145820	2684	LINC00924
145837	2166	DRAIC
145845	2987	LOC145845
145853	1297	C15orf61
145858	1764	C15orf32
145864	3225	HAPLN3
145873	1780	MESP2
1459	1658	CSNK2A2
145942	2458	TMCO5A
145946	1023	SPATA8
145957	2397	NRG4
145978	1786	LINC00052
146	2666	ADRA1D
146050	5883	ZSCAN29
146057	5735	TTBK2
146059	4734	CDAN1
146167	1308	SLC38A8
146177	4782	VWA3A
146183	3940	OTOA
146198	5549	ZFP90
1462	14352	VCAN
146206	4479	RLTPR
146212	5947	KCTD19
146223	8117	CMTM4
146225	1062	CMTM2
146227	3520	BEAN1
146279	1609	TEKT5
1463	7331	NCAN
146310	796	RNF151
146325	2217	PRR35
146330	3983	FBXL16
146336	2934	SSTR5-AS1
146378	895	C16orf92
146395	5074	GSG1L
1464	8290	CSPG4
146429	1860	SLC22A31
146433	1917	IL34
146434	1773	ZNF597
146439	4242	CCDC64B
146456	940	TMED6
146481	1820	FRG2DP
1465	5739	CSRP1
146512	1980	FLJ30679
146513	2061	LOC146513
146540	4166	ZNF785
146542	1824	ZNF688
146547	2912	PRSS36
146556	1907	C16orf89
146562	2706	C16orf71
1466	901	CSRP2
146664	4795	MGAT5B
146691	6269	TOM1L2
146705	4160	ENTHD2
146713	3241	RBFOX3
146722	2059	CD300LF
146723	2525	C17orf77
146754	14581	DNAH2
146760	3164	RTN4RL1
146771	3317	TCAM1P
146779	1754	EFCAB3
1468	2788	SLC25A10
146802	3743	SLC47A2
146822	567	CDRT15
146845	2385	CFAP52
146849	1380	CCDC42
146850	3550	PIK3R6
146852	1149	ODF4
146853	1031	C17orf50
146857	8823	SLFN13
146861	1874	SLC35G3
146862	5679	UNC45B
146880	4995	LOC146880
146894	3528	CD300LG
1469	760	CST1
146909	4302	KIF18B
146923	3828	RUNDC1
146956	2907	EME1
147	2254	ADRA1B
1470	694	CST2
147007	1449	TMEM199
147011	1728	PROCA1
147015	2037	DHRS13
147040	3055	KCTD11
147093	2141	LINC00974
1471	2455	CST3
147111	2217	NOTUM
147138	5847	TMC8
147166	2719	TRIM16L
147172	6877	LRRC37BP1
147179	6011	WIPF2
147183	1670	KRT25
147184	2166	TMEM99
147199	431	SCGB1C1
1472	736	CST4
1473	749	CST5
147323	663	STARD6
147339	5468	C18orf25
147372	6518	CCBE1
147381	2918	CBLN2
1474	609	CST6
147407	1185	SLC25A52
147409	3701	DSG4
147429	4425	AQP4-AS1
147463	2273	ANKRD29
147495	2562	APCDD1
1475	827	CSTA
147525	1306	LINC00526
1476	940	CSTB
147645	3766	VSIG10L
147646	1318	C19orf84
147650	2484	SPACA6
147657	4741	ZNF480
147658	3279	ZNF534
147660	7141	ZNF578
147664	2490	ERVV-1
147670	2542	SMIM17
147685	915	C19orf18
147686	3914	ZNF418
147687	4897	ZNF417
147694	4550	ZNF548
147699	1830	PPM1N
1477	2572	CSTF1
147700	2495	KLC3
147710	1015	IGSF23
147719	1911	LYPD4
147727	2011	ILF3-AS1
147741	2802	ZNF560
147744	593	TMEM190
147746	2452	HIPK4
1478	2076	CSTF2
147804	3038	TPM3P9
147807	1109	ZNF524
147808	2033	ZNF784
147837	2773	ZNF563
147841	654	SPC24
147872	3459	CCDC155
1479	3181	CSTF3
147906	5346	DACT3
147912	3331	SIX5
147920	955	IGFL2
147923	2973	ZNF420
147929	2423	ZNF565
147945	3901	NLRP4
147947	3813	ZNF542P
147948	2524	ZNF582
147949	2666	ZNF583
147965	1275	FAM98C
147968	3334	CAPN12
147991	9095	DPY19L3
148	3734	ADRA1A
148003	600	LGALS16
148014	843	TTC9B
148022	2722	TICAM1
148046	1356	CIRBP-AS1
148066	1442	ZNRF4
148103	6021	ZNF599
148109	1179	FAM187B
148113	4217	CILP2
148137	2820	PROSER3
148145	3444	LINC00906
148156	4022	ZNF558
148189	2051	LINC00662
148198	2260	ZNF98
1482	1961	NKX2-5
148203	11721	ZNF738
148206	8816	ZNF714
148213	7360	ZNF681
148223	2439	C19orf25
148229	6924	ATP8B3
148231	1840	LINC00905
148252	3398	DIRAS1
148254	8547	ZNF555
148266	4651	ZNF569
148268	2461	ZNF570
148281	4593	SYT6
148304	1561	C1orf74
148327	2394	CREB3L4
148345	2792	C1orf127
148362	4538	BROX
148398	2851	SAMD11
148413	1748	LOC148413
148418	2399	SAMD13
148423	3419	C1orf52
148479	3670	PHF13
148523	1818	CIART
148534	7185	TMEM56
148545	2586	NBPF4
148581	1136	UBE2U
1486	3424	CTBS
148641	3195	SLC35F3
148645	1640	LINC00337
148696	4218	LOC148696
1487	4943	CTBP1
148709	2321	LOC148709
148713	4431	PTPRVP
148738	2215	HFE2
148741	3363	ANKRD35
148753	3439	FAM163A
148789	5611	B3GALNT2
1488	6110	CTBP2
148808	4209	MFSD4A
148811	2183	PM20D1
148823	4427	GCSAML
148824	1913	GCSAML-AS1
148867	8216	SLC30A7
148870	2174	CCDC27
148898	2867	ZNF436-AS1
1489	1664	CTF1
148930	2465	KNCN
148932	2985	MOB3C
148979	2816	GLIS1
1490	2343	CTGF
149013	9776	NBPF12
149018	541	LELP1
149041	10999	RC3H1
149047	2479	MGC27382
149069	1349	DCDC2B
149076	3106	ZNF362
149086	2276	LINC01225
149095	2394	DCST1
1491	2198	CTH
149111	2372	CNIH3
149134	2889	LINC01341
149175	3107	MANEAL
149233	3447	IL23R
149281	938	METTL11B
149297	4879	FAM78B
1493	1975	CTLA4
149345	1661	SHISA4
149371	5097	EXOC8
149373	1347	LOC149373
149420	4600	PDIK1L
149428	2566	BNIPL
149461	3602	CLDN19
149465	5218	CFAP57
149466	1513	C1orf210
149473	1461	CCDC24
149478	1637	BTBD19
149483	2445	CCDC17
149499	2183	LRRC71
1495	4175	CTNNA1
149563	921	C1orf64
1496	5724	CTNNA2
149603	3133	RNF187
149620	2803	CHIAP2
149628	2414	PYHIN1
149643	504	SPATA45
149647	2332	FAM71A
149684	3088	LOC149684
149685	770	ADIG
149699	842	GTSF1L
1497	4431	CTNS
149708	1018	WFDC5
149773	4322	APCDD1L-AS1
149775	1157	GNAS-AS1
149830	2333	PRNT
149837	3591	LINC00654
149840	1154	C20orf196
1499	3960	CTNNB1
149934	419	NCOR1P1
149950	845	LOC149950
149951	2475	COMMD7
149954	2174	BPIFB4
149986	4755	LSM14B
149992	5628	ANKRD30BP2
149998	1838	LIPI
15	2149	AANAT
150	3873	ADRA2A
1500	6650	CTNND1
150000	5397	ABCC13
150082	5501	LCA5L
150084	2066	IGSF5
1501	5831	CTNND2
150135	2114	LINC00479
150142	1073	ZNF295-AS1
150147	2141	UMODL1-AS1
150159	2375	SLC9B1
150160	2053	CCT8L2
150165	1684	XKR3
150185	710	LINC00895
150197	2206	LINC00896
150209	2528	AIFM3
150223	1396	YDJC
150274	1088	HSCB
150275	4078	CCDC117
150280	2143	HORMAD2
150290	3294	DUSP18
150291	2310	MORC2-AS1
150297	805	C22orf42
1503	3746	CTPS1
150350	2710	ENTHD1
150353	2577	DNAJB7
150356	2533	CHADL
150365	6404	MEI1
150372	5604	NFAM1
150379	2627	PNPLA5
150381	1635	PRR34-AS1
150383	1615	CDPF1
150384	1518	GTSE1-AS1
1504	872	CTRB1
150465	5163	TTL
150468	3273	CKAP2L
150472	2681	CBWD2
150483	2218	TEKT4
150538	3316	SATB2-AS1
150568	1505	LINC01102
150572	4429	SMYD1
150577	3115	LINC01104
150590	1408	C2orf15
1506	1182	CTRL
150622	11868	LINC01105
150677	566	OTOS
150678	989	MYEOV2
150681	996	OR6B3
150684	713	COMMD1
150696	5709	PROM2
150709	5545	ANKAR
150726	7018	FBXO41
150737	2644	TTC30B
150759	5745	LINC00342
150763	3607	GPAT2
150771	2502	ITPRIPL1
150776	4133	LOC150776
150786	3667	WTH3DI
1508	6729	CTSB
150864	5996	FAM117B
1509	2123	CTSD
150921	786	TCF23
150935	1017	LOC150935
150946	5939	GAREM2
150962	5023	PUS10
150967	3304	PKI55
150992	3306	LINC00309
151	3275	ADRA2B
1510	2228	CTSE
151009	2367	LINC01106
151011	5132	SEPT10
151050	8645	KANSL1L
151056	7913	PLB1
1511	924	CTSG
151112	2446	ZSWIM2
151126	4334	ZNF385B
151171	2420	LINC01107
151174	1959	LOC151174
151188	3324	ARL6IP6
151194	5813	METTL21A
151195	3911	CCNYL1
1512	2289	CTSH
151230	4075	KLHL23
151234	1874	SULT1C2P1
151242	3508	PPP1R1C
151246	4926	SGOL2
151254	7407	ALS2CR11
151258	1996	SLC38A11
151278	1699	CCDC140
151295	2436	SLC23A3
1513	1861	CTSK
151300	1556	LINC00608
151306	2003	GPBAR1
151313	1265	FAHD2B
151325	2157	MYADML
151354	6353	FAM84A
151393	4158	RMDN2
1514	1714	CTSL
151449	1994	GDF7
151473	4688	SLC16A14
151475	2609	LOC151475
151477	1282	LINC00471
151484	1893	LOC151484
1515	5758	CTSV
151507	1993	MSL3P1
151516	2175	ASPRV1
151525	2061	WDSUB1
151531	2579	UPP2
151534	2449	LBX2-AS1
151556	7599	GPR155
151613	5755	TTC14
151636	5767	DTX3L
151647	2294	FAM19A4
151648	4770	SGOL1
151649	2502	PP2D1
151651	3140	EFHB
151658	1760	LINC00635
1517	1105	CTSLP2
151742	3655	PPM1L
151790	3721	WDR49
1518	569	CTSLP8
151827	2413	LRRC34
151835	2046	CPNE9
151871	1396	DPPA2
151887	4722	CCDC80
151888	3215	BTLA
151903	2232	CCDC12
151963	3367	MB21D2
151987	1462	PPP4R2
152	1958	ADRA2C
1520	4107	CTSS
152002	3481	XXYLT1
152006	5659	RNF38
152007	3675	GLIPR2
152015	2060	ROPN1B
152024	2241	LINC00691
152065	947	C3orf22
152078	2755	PQLC2L
152098	1791	ZCWPW2
1521	1296	CTSW
152100	625	CMC1
152110	7778	NEK10
152118	580	C3orf79
152137	8949	CCDC50
152138	294	PYDC2
152185	10727	SPICE1
152189	1170	CMTM8
152195	2364	NUDT16P1
1522	1552	CTSZ
152206	3434	CCDC13
152217	1391	NCBP2-AS2
152225	2051	LOC152225
152273	5947	FGD5
1523	15587	CUX1
152302	2090	CIDECP
152330	6693	CNTN4
1524	3657	CX3CR1
152404	3862	IGSF11
152405	1814	C3orf30
152485	4183	ZNF827
1525	6169	CXADR
152503	6177	SH3D19
152518	4190	NFXL1
152519	2190	NIPAL1
152559	4778	PAQR3
152573	1971	SHISA3
152578	727	LINC01618
152579	3174	SCFD2
152586	1341	MGAT4D
152641	2179	WWC2-AS2
152687	3661	ZNF595
1527	1771	TEX28
152742	2342	LINC01085
152756	2174	FAM218A
152789	3491	JAKMIP1
1528	862	CYB5A
152815	6240	THAP6
152816	2062	C4orf26
152831	6079	KLB
152877	3390	FAM53A
152926	8778	PPM1K
152940	960	C4orf45
152992	6753	TRMT44
153	2862	ADRB1
153020	8027	RASGEF1B
153090	6082	DAB2IP
153129	3554	SLC38A9
153163	1424	MGC32805
153201	4126	SLC36A2
153218	802	SPINK13
153222	9001	CREBRF
153241	4886	CEP120
153328	2486	SLC25A48
153339	4587	TMEM167A
153364	4280	MBLAC2
153396	3386	TMEM161B
1534	3975	CYB561
153443	2836	SRFBP1
153469	1920	JAKMIP2-AS1
153478	11515	PLEKHG4B
1535	2203	CYBA
153527	1512	ZMAT2
153571	905	C5orf38
153572	3057	IRX2
153579	4237	BTNL9
1536	4318	CYBB
153642	4301	ARSK
153643	1780	FAM81B
153657	4025	TTC23L
153684	2560	LOC153684
1537	1838	CYC1
153733	2877	CCDC112
153743	1991	PPP1R2P3
153745	2032	FAM71B
153768	6450	PRELID2
153769	6510	SH3RF2
153770	823	PLAC8L1
1538	2129	CYLC1
153830	4312	RNF145
1539	2171	CYLC2
153910	2530	LOC153910
153918	1601	ZC2HC1B
154	2042	ADRB2
1540	12112	CYLD
154007	8439	SNRNP48
154043	3228	CNKSR3
154064	802	RAET1L
154075	3554	SAMD3
154089	3517	LINC01312
154091	5599	SLC2A12
154092	2193	LINC01010
154141	4318	MBOAT1
154150	1073	HDGFL1
154197	1941	PNLDC1
154214	5493	RNF217
154215	4010	NKAIN2
154288	1022	KHDC3L
1543	3155	CYP1A1
154313	3631	CFAP206
154386	2070	LINC01600
1544	3127	CYP1A2
154442	1715	BVES-AS1
154449	1330	LOC154449
154467	620	CCDC167
1545	5154	CYP1B1
154661	4234	RUNDC3B
154664	21647	ABCA13
154743	4020	C7orf60
154754	862	PRSS3P2
154761	4750	LOC154761
154790	1288	CLEC2L
154791	1210	C7orf55
154796	7687	AMOT
1548	2146	CYP2A6
154807	5896	VKORC1L1
154810	8999	AMOTL1
154822	7965	LINC00689
154860	2653	FEZF1-AS1
154865	5896	IQUB
154872	669	C7orf77
154881	5051	KCTD7
1549	2846	CYP2A7
154907	422	C7orf66
155	2646	ADRB3
155006	3392	TMEM213
155038	3943	GIMAP8
155051	1456	CRYGN
155054	3218	ZNF425
155060	4567	LOC155060
155061	3800	ZNF746
155066	2959	ATP6V0E2
1551	2078	CYP3A7
155184	1539	SLC2A7
155185	4764	AMZ1
1553	1760	CYP2A13
155368	1380	WBSCR27
155370	1796	SBDSP1
155382	1605	VPS37D
155400	838	NSUN5P1
155435	10769	RBM33
155465	750	AGR3
1555	3107	CYP2B6
1556	3694	CYP2B7P
1557	2433	CYP2C19
1558	2234	CYP2C8
1559	2785	CYP2C9
156	3444	ADRBK1
1562	3058	CYP2C18
157	9378	ADRBK2
1571	8625	CYP2E1
1572	2945	CYP2F1
157247	10079	MGC27345
157273	3442	LOC157273
157285	4633	SGK223
1573	1857	CYP2J2
157310	894	PEBP4
157313	3894	CDCA2
157376	1748	FER1L6-AS2
157378	4307	TMEM65
157381	4065	LINC00964
157506	4053	RDH10
157556	496	BAALC-AS2
157567	5376	ANKRD46
157570	5534	ESCO2
157574	1346	FBXO16
1576	2792	CYP3A4
157627	2998	LINC00599
157638	5481	FAM84B
157657	3373	C8orf37
157680	14792	VPS13B
157693	4013	FAM87A
157695	3423	TDRP
157697	4406	ERICH1
1577	4142	CYP3A5
157724	1998	SLC7A13
157739	1894	TDH
157753	3223	TMEM74
157769	5459	FAM91A1
157773	1446	C8orf48
157777	6314	MCMDC2
157807	5088	CLVS1
157848	570	NKX6-3
157855	3805	KCNU1
157869	3798	SBSPON
1579	3804	CYP4A11
157922	7664	CAMSAP1
157927	1920	C9orf62
157983	2786	C9orf66
158	1779	ADSL
1580	2544	CYP4B1
158035	2913	LINC00032
158038	3582	LINGO2
158046	1630	NXNL2
158055	2573	C9orf163
158056	4071	MAMDC4
158062	710	LCN6
158067	2591	AK8
1581	2875	CYP7A1
158131	945	OR1Q1
158135	3537	TTLL11
158158	6600	RASEF
158160	2188	HSD17B7P2
1582	3950	CYP8B1
158219	4558	TTC39B
158228	2016	FAM201A
158234	2407	TRMT10B
158248	3592	TTC16
158257	1349	MIRLET7DHG
158293	3466	FAM120AOS
158297	2313	SAXO1
1583	2700	CYP11A1
158314	2187	LINC00475
158326	10337	FREM1
158358	7204	KIAA2026
158376	1546	LINC00961
158381	6015	ATP8B5P
158399	5740	ZNF483
1584	4179	CYP11B1
158401	5824	C9orf84
158405	7652	KIAA1958
158427	6999	TSTD2
158431	3420	ZNF782
158434	2662	LOC158434
158435	2868	LOC158435
158471	13425	PRUNE2
1585	2936	CYP11B2
158506	1547	ZNF645
158511	882	CSAG1
158521	1021	FMR1NB
158572	2290	USP27X-AS1
158584	2012	FAAH2
158586	5642	ZXDB
1586	1870	CYP17A1
158696	2908	LINC00889
1587	3052	ADAM3A
158724	2579	FAM47A
158747	3376	MOSPD2
158763	3151	ARHGAP36
158787	2827	RIBC1
158798	912	AKAP14
1588	6027	CYP19A1
158800	769	RHOXF1
158801	2420	NKAPP1
158809	1949	MAGEB6
158830	882	CXorf65
158833	1399	AWAT1
158835	2124	AWAT2
158866	6525	ZDHHC15
158880	4403	USP51
158931	1532	TCEAL6
158960	598	CH17-340M24.3
158983	894	H2BFWT
159	3107	ADSS
159013	6056	CXorf38
159090	4437	FAM122B
159091	6416	FAM122C
1591	3549	CYP24A1
159125	534	RBMY2EP
159162	2042	RBMY2FP
159195	8736	USP54
1592	2479	CYP26A1
159296	2096	NKX2-3
1593	2293	CYP27A1
159371	2913	SLC35G1
1594	2961	CYP27B1
1595	3975	CYP51A1
159686	3313	CFAP58
159963	7205	SLC5A12
159989	3047	CCDC67
16	3416	AARS
160	5702	AP2A1
1600	3797	DAB1
160065	1508	PATE1
1601	4601	DAB2
160140	3316	C11orf65
1602	5233	DACH1
160287	2583	LDHAL6A
160298	1143	C11orf42
1603	697	DAD1
160313	631	KRT19P2
160335	5590	TMTC2
160364	1867	CLEC12A
160365	1724	CLECL1
1604	3265	CD55
160418	7327	TMTC3
160419	4431	C12orf50
160428	8188	ALDH1L2
160492	3696	LMNTD1
1605	6593	DAG1
160518	10789	DENND5B
1606	5466	DGKA
160622	2090	GRASP
1607	7876	DGKB
160760	3748	PPTC7
160762	1993	CCDC63
160777	2450	CCDC60
1608	5802	DGKG
160851	5826	DGKH
160857	2438	CCDC122
160897	8875	GPR180
1609	4643	DGKQ
1610	2598	DAO
161003	1998	STOML3
1611	2342	DAP
161142	2976	FAM71D
161145	4808	TMEM229B
161159	599	ACTN1-AS1
161176	3608	SYNE3
161198	2371	CLEC14A
1612	9899	DAPK1
161247	1003	FITM1
161253	2241	REM2
161291	4442	TMEM30B
1613	2905	DAPK3
161357	7465	MDGA2
161394	2025	SAMD15
161424	6062	NOP9
161436	8491	EML5
161497	6253	STRC
1615	2322	DARS
161502	1824	CFAP161
161514	1248	TBC1D21
161582	2737	DYX1C1
161635	1690	CSNK1A1P1
1617	4434	DAZ1
161742	7255	SPRED1
161753	1193	ODF3L1
161779	2318	PGBD4
1618	3399	DAZL
161823	4942	ADAL
161829	3493	EXD1
161835	2813	FSIP1
161882	3241	ZFPM1
161931	2304	ADAD2
162	6056	AP1B1
1620	3495	BRINP1
162073	7699	ITPRIPL2
162083	2269	C16orf82
1621	2760	DBH
1622	1398	DBI
162239	3324	ZFP1
162282	2426	ANKFN1
162333	4258	MARCH10
162387	2240	MFSD6L
162394	4765	SLFN5
162417	2709	NAGS
162427	4322	FAM134C
162461	2816	TMEM92
162466	2173	PHOSPHO1
162494	4897	RHBDL3
162514	6883	TRPV3
162515	1803	SLC16A11
162517	2848	FBXO39
162605	1692	KRT28
162632	7688	USP32P1
162655	8875	ZNF519
162681	6391	C18orf54
162699	3754	TCEB3C
1627	3727	DBN1
1628	5958	DBP
1629	11506	DBT
162962	3337	ZNF836
162963	2382	ZNF610
162966	2547	ZNF600
162967	7169	ZNF320
162968	3562	ZNF497
162972	4309	ZNF550
162979	1586	ZNF296
162989	2286	DEDD2
162993	2364	ZNF846
162998	3224	OR7D2
163	6067	AP2B1
1630	10765	DCC
163033	2168	ZNF579
163049	2635	ZNF791
163050	2948	ZNF564
163051	5202	ZNF709
163059	2368	ZNF433
163071	2743	ZNF114
163081	3055	ZNF567
163087	2881	ZNF383
163115	3268	ZNF781
163126	1393	EID2
163131	8891	ZNF780B
163154	1392	PRR22
163175	4132	LGI4
163183	1615	SYNE4
1632	1051	ECI1
163255	3531	ZNF540
163259	7050	DENND2C
1633	2696	DCK
163351	4867	GBP6
1634	2509	DCN
163404	4015	PLPPR5
163479	3060	FNDC7
163486	12507	DENND1B
1635	2042	DCTD
163589	4291	TDRD5
163590	14737	TOR1AIP2
1636	9109	ACE
163688	1101	CALML6
163702	4727	IFNLR1
163720	1648	CYP4Z2P
163732	1291	CITED4
163742	925	SLC25A3P1
163747	1789	LEXM
163778	766	SPRR4
163782	6792	KANK4
163786	3897	SASS6
1638	2398	DCT
163859	4009	SDE2
163882	5564	CNST
1639	6648	DCTN1
163933	2582	FAM43B
164	8066	AP1G1
164045	5568	HFM1
164091	3023	PAQR7
1641	9684	DCX
164118	2005	TTC24
164127	2098	CCDC185
164153	1508	UBL4B
1642	5622	DDB1
164237	1372	WFDC13
164284	3283	APCDD1L
